SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
ITA030040,Fondali di Taormina - Isola Bella,1120,,Praterie di Posidonia (Posidonion oceanicae),16.88,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA030040,Fondali di Taormina - Isola Bella,1170,,Scogliere,106.5,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA030041,Fondali dell'Arcipelago delle Isole Eolie,1170,,Scogliere,487.71,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA030041,Fondali dell'Arcipelago delle Isole Eolie,1120,,Praterie di Posidonia (Posidonion oceanicae),3998.3,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA030041,Fondali dell'Arcipelago delle Isole Eolie,1150,,Lagune costiere,399.83,D - non significant,,,
ITA030041,Fondali dell'Arcipelago delle Isole Eolie,8330,,Grotte marine sommerse o semisommerse,,D - non significant,,,
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",92A0,,Foreste a galleria di Salix alba e Populus alba,88.13,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",9340,,Foreste di Quercus ilex e Quercus rotundifolia,17.58,B - good,B (15% >= p > 2%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,161.91,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1410,,Pascoli inondati mediterranei (Juncetalia maritimi),0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",8310,,Grotte non ancora sfruttate a livello turistico,,D - non significant,,,
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",8220,,Pareti rocciose silicee con vegetazione casmofitica,5.32,D - non significant,,,
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",9260,,Boschi di Castanea sativa,503.6,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",9540,,Pinete mediterranee di pini mesogeni endemici,2000.8,A - excellent,B (15% >= p > 2%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1120,,Praterie di Posidonia (Posidonion oceanicae),0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",8210,,Pareti rocciose calcaree con vegetazione casmofitica,5.7,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",2230,,Dune con prati dei Malcolmietalia,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",4090,,Lande oro-mediterranee endemiche a ginestre spinose,0.1,B - good,A (100% >= p > 15%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",5330,,Arbusteti termo-mediterranei e pre-desertici,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1210,,Vegetazione annua delle linee di deposito marine,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1170,,Scogliere,0.1,A - excellent,A (100% >= p > 15%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",2110,,Dune embrionali mobili,28.19,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,2360.61,B - good,B (15% >= p > 2%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1150,,Lagune costiere,56.43,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,2.13,D - non significant,,,
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",9330,,Foreste di Quercus suber,55.73,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),5.5,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",91AA,,Boschi orientali di quercia bianca,1844.32,B - good,B (15% >= p > 2%),B - Good,B - Good
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),31.65,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA030045,Fondali di Capo Milazzo,1170,,Scogliere,384.6,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
ITA030045,Fondali di Capo Milazzo,8330,,Grotte marine sommerse o semisommerse,,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA030045,Fondali di Capo Milazzo,1120,,Praterie di Posidonia (Posidonion oceanicae),373.84,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA030045,Fondali di Capo Milazzo,1110,,Banchi di sabbia a debole copertura permanente di acqua marina,1.0,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040001,Isola di Linosa,8220,,Pareti rocciose silicee con vegetazione casmofitica,0.27,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040001,Isola di Linosa,5430,,Frigane endemiche dell’Euphorbio-Verbascion,0.56,B - good,C (2% >= p > 0%),B - Good,C - Significant
ITA040001,Isola di Linosa,5210,,Matorral arborescenti di Juniperus spp.,0.1,D - non significant,,,
ITA040001,Isola di Linosa,1240,,Scogliere con vegetazione delle coste mediterranee con Limonium spp. endemici,39.89,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040001,Isola di Linosa,1210,,Vegetazione annua delle linee di deposito marine,0.1,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040001,Isola di Linosa,5320,,Formazioni basse di euforbie vicino alle scogliere,19.94,D - non significant,,,
ITA040001,Isola di Linosa,8320,,Campi di lava e cavità naturali,0.41,B - good,C (2% >= p > 0%),A - Excellent,B - Good
ITA040001,Isola di Linosa,5330,,Arbusteti termo-mediterranei e pre-desertici,175.68,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040001,Isola di Linosa,2110,,Dune embrionali mobili,2.28,D - non significant,,,
ITA040001,Isola di Linosa,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,27.69,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040001,Isola di Linosa,1170,,Scogliere,2.48,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,9320,,Foreste di Olea e Ceratonia,11.0,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,2230,,Dune con prati dei Malcolmietalia,0.2,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,1210,,Vegetazione annua delle linee di deposito marine,0.3,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,1240,,Scogliere con vegetazione delle coste mediterranee con Limonium spp. endemici,54.91,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,5210,,Matorral arborescenti di Juniperus spp.,0.1,D - non significant,,,
ITA040002,Isola di Lampedusa e Lampione,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,531.11,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA040002,Isola di Lampedusa e Lampione,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.2,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,5330,,Arbusteti termo-mediterranei e pre-desertici,16.13,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,2210,,Dune fisse del litorale (Crucianellion maritimae),0.55,D - non significant,,,
ITA040002,Isola di Lampedusa e Lampione,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),13.45,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),0.43,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,8210,,Pareti rocciose calcaree con vegetazione casmofitica,109.0,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,1170,,Scogliere,20.45,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,3170,,Stagni temporanei mediterranei,0.2,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,5430,,Frigane endemiche dell’Euphorbio-Verbascion,375.66,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040002,Isola di Lampedusa e Lampione,2110,,Dune embrionali mobili,0.12,D - non significant,,,
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),53.26,A - excellent,B (15% >= p > 2%),B - Good,B - Good
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",5210,,Matorral arborescenti di Juniperus spp.,18.68,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",1510,,Steppe salate mediterranee (Limonietalia),1.73,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",1170,,Scogliere,0.1,D - non significant,,,
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",5330,,Arbusteti termo-mediterranei e pre-desertici,88.42,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),1.68,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",2110,,Dune embrionali mobili,33.04,D - non significant,,,
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),0.28,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,165.0,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",2230,,Dune con prati dei Malcolmietalia,0.01,D - non significant,,,
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",1210,,Vegetazione annua delle linee di deposito marine,41.08,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",2210,,Dune fisse del litorale (Crucianellion maritimae),15.59,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),20.89,D - non significant,,,
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,120.44,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,33.37,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,5330,,Arbusteti termo-mediterranei e pre-desertici,23.78,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,0.85,D - non significant,,,
ITA040004,Foce del Fiume Verdura,3250,,Fiumi mediterranei a flusso permanente con Glaucium flavum,0.54,D - non significant,,,
ITA040004,Foce del Fiume Verdura,92A0,,Foreste a galleria di Salix alba e Populus alba,29.51,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,102.62,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,1210,,Vegetazione annua delle linee di deposito marine,3.28,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040004,Foce del Fiume Verdura,91AA,,Boschi orientali di quercia bianca,0.07,D - non significant,,,
ITA040004,Foce del Fiume Verdura,9340,,Foreste di Quercus ilex e Quercus rotundifolia,0.24,D - non significant,,,
ITA040004,Foce del Fiume Verdura,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),6.82,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),44.18,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040004,Foce del Fiume Verdura,2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),0.1,D - non significant,,,
ITA040005,Monte Cammarata - Contrada Salaci,8210,,Pareti rocciose calcaree con vegetazione casmofitica,8.86,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040005,Monte Cammarata - Contrada Salaci,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,65.52,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040005,Monte Cammarata - Contrada Salaci,91B0,,Frassineti termofili a Fraxinus angustifolia,0.01,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040005,Monte Cammarata - Contrada Salaci,9340,,Foreste di Quercus ilex e Quercus rotundifolia,21.07,D - non significant,,,
ITA040005,Monte Cammarata - Contrada Salaci,8130,,Ghiaioni del Mediterraneo occidentale e termofili,105.73,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040005,Monte Cammarata - Contrada Salaci,91AA,,Boschi orientali di quercia bianca,104.48,B - good,A (100% >= p > 15%),B - Good,B - Good
ITA040005,Monte Cammarata - Contrada Salaci,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",139.26,D - non significant,,,
ITA040005,Monte Cammarata - Contrada Salaci,8310,,Grotte non ancora sfruttate a livello turistico,,D - non significant,,,
ITA040005,Monte Cammarata - Contrada Salaci,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,1.0,D - non significant,,,
ITA040005,Monte Cammarata - Contrada Salaci,5330,,Arbusteti termo-mediterranei e pre-desertici,194.05,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040006,Complesso Monte Telegrafo e Rocca Ficuzza,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,1298.52,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040006,Complesso Monte Telegrafo e Rocca Ficuzza,91AA,,Boschi orientali di quercia bianca,28.95,D - non significant,,,
ITA040006,Complesso Monte Telegrafo e Rocca Ficuzza,8210,,Pareti rocciose calcaree con vegetazione casmofitica,61.71,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA040006,Complesso Monte Telegrafo e Rocca Ficuzza,9340,,Foreste di Quercus ilex e Quercus rotundifolia,9.31,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040006,Complesso Monte Telegrafo e Rocca Ficuzza,5330,,Arbusteti termo-mediterranei e pre-desertici,566.31,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",8130,,Ghiaioni del Mediterraneo occidentale e termofili,37.86,B - good,C (2% >= p > 0%),A - Excellent,B - Good
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",118.24,D - non significant,,,
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,372.99,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",9340,,Foreste di Quercus ilex e Quercus rotundifolia,152.93,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",91AA,,Boschi orientali di quercia bianca,126.03,B - good,A (100% >= p > 15%),B - Good,B - Good
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",92A0,,Foreste a galleria di Salix alba e Populus alba,1.0,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",8210,,Pareti rocciose calcaree con vegetazione casmofitica,8.46,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040007,"Pizzo della Rondine, Bosco di S. Stefano Quisquina",5330,,Arbusteti termo-mediterranei e pre-desertici,369.44,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040008,Maccalube di Aragona,3170,,Stagni temporanei mediterranei,0.1,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040008,Maccalube di Aragona,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.16,D - non significant,,,
ITA040008,Maccalube di Aragona,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),4.73,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040008,Maccalube di Aragona,1410,,Pascoli inondati mediterranei (Juncetalia maritimi),0.9,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040008,Maccalube di Aragona,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.52,D - non significant,,,
ITA040008,Maccalube di Aragona,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),4.05,D - non significant,,,
ITA040008,Maccalube di Aragona,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,36.99,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040009,Monte San Calogero (Sciacca),8210,,Pareti rocciose calcaree con vegetazione casmofitica,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040009,Monte San Calogero (Sciacca),6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,29.11,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040009,Monte San Calogero (Sciacca),5330,,Arbusteti termo-mediterranei e pre-desertici,27.95,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040009,Monte San Calogero (Sciacca),8310,,Grotte non ancora sfruttate a livello turistico,,D - non significant,,,
ITA040009,Monte San Calogero (Sciacca),91AA,,Boschi orientali di quercia bianca,3.72,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,2210,,Dune fisse del litorale (Crucianellion maritimae),0.37,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,2230,,Dune con prati dei Malcolmietalia,0.01,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,5330,,Arbusteti termo-mediterranei e pre-desertici,10.6,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040010,Litorale di Palma di Montechiaro,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),7.86,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,309.41,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040010,Litorale di Palma di Montechiaro,1170,,Scogliere,1.0,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040010,Litorale di Palma di Montechiaro,9340,,Foreste di Quercus ilex e Quercus rotundifolia,1.39,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,2110,,Dune embrionali mobili,0.17,D - non significant,,,
ITA040010,Litorale di Palma di Montechiaro,1210,,Vegetazione annua delle linee di deposito marine,1.0,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040011,La Montagnola e Acqua Fitusa,5330,,Arbusteti termo-mediterranei e pre-desertici,48.9,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040011,La Montagnola e Acqua Fitusa,91AA,,Boschi orientali di quercia bianca,0.1,D - non significant,,,
ITA040011,La Montagnola e Acqua Fitusa,9340,,Foreste di Quercus ilex e Quercus rotundifolia,3.11,D - non significant,,,
ITA040011,La Montagnola e Acqua Fitusa,8310,,Grotte non ancora sfruttate a livello turistico,,D - non significant,,,
ITA040011,La Montagnola e Acqua Fitusa,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,3.4,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040011,La Montagnola e Acqua Fitusa,8210,,Pareti rocciose calcaree con vegetazione casmofitica,1.73,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040012,Fondali di Capo San Marco - Sciacca,1170,,Scogliere,91.55,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040012,Fondali di Capo San Marco - Sciacca,1110,,Banchi di sabbia a debole copertura permanente di acqua marina,15038.14,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040012,Fondali di Capo San Marco - Sciacca,1120,,Praterie di Posidonia (Posidonion oceanicae),3168.24,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1170,,Scogliere,70.93,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,5320,,Formazioni basse di euforbie vicino alle scogliere,19.94,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1210,,Vegetazione annua delle linee di deposito marine,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,558.8,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1110,,Banchi di sabbia a debole copertura permanente di acqua marina,635.75,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),13.45,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,5210,,Matorral arborescenti di Juniperus spp.,0.1,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,2210,,Dune fisse del litorale (Crucianellion maritimae),0.55,C - significant,C (2% >= p > 0%),A - Excellent,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,2230,,Dune con prati dei Malcolmietalia,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,8330,,Grotte marine sommerse o semisommerse,,B - good,C (2% >= p > 0%),A - Excellent,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,2110,,Dune embrionali mobili,2.4,C - significant,C (2% >= p > 0%),A - Excellent,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),0.43,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,5330,,Arbusteti termo-mediterranei e pre-desertici,189.45,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1240,,Scogliere con vegetazione delle coste mediterranee con Limonium spp. endemici,90.12,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,1120,,Praterie di Posidonia (Posidonion oceanicae),3814.5,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,8220,,Pareti rocciose silicee con vegetazione casmofitica,0.27,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,8320,,Campi di lava e cavità naturali,0.41,B - good,C (2% >= p > 0%),A - Excellent,B - Good
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,5430,,Frigane endemiche dell’Euphorbio-Verbascion,430.16,B - good,A (100% >= p > 15%),B - Good,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,8210,,Pareti rocciose calcaree con vegetazione casmofitica,1.0,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040013,Arcipelago delle Pelagie - area marina e terrestre,3170,,Stagni temporanei mediterranei,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA040014,Fondali delle Isole Pelagie,1120,,Praterie di Posidonia (Posidonion oceanicae),527.07,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040014,Fondali delle Isole Pelagie,1170,,Scogliere,204.25,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
ITA040014,Fondali delle Isole Pelagie,8330,,Grotte marine sommerse o semisommerse,,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
